9811159,Eye imaging in head worn computing,"Aspects of the present invention relate to methods and systems for imaging, recognizing, and tracking of a user's eye that is wearing a HWC. Aspects further relate to the processing of images reflected from the user's eye and controlling displayed content in accordance therewith."
9852186,Managing risk with continuous queries,"Techniques for managing risks with continuous queries are provided. In some examples, a selection of a data object enabled to provide a real-time stream of business event data may be received. The selection may be received by a user associated with the business event data. Additionally, a continuous query language query may be generated. The query may be configured to monitor the real-time stream of business event data for a first metric. In some examples, the a risk indicator associated with a second metric that affects the first metric may be identified. Output events of a pre-existing continuous query language query may be listened to. Further, a real-time visualization of the first metric and/or the second metric may be provided."
9851828,Touch force deflection sensor,"A touch sensitive input system for an electronic device includes a deflection sensor configured to generate a deflection signal based on deflection of a control or sensing surface, and a processor in signal communication with the deflection sensor. The processor is operable to generate a deflection or displacement map characterizing displacement of the surface based on the deflection signal, and a force map characterizing force on the surface based on a transformation of the displacement map. The transformation may be based on a generalized inverse of a compliance operator, where the compliance operator relates the displacement map to the force map. The compliance operator is not necessarily square, and does not necessarily have a traditional inverse."
9690510,Two-stage read/write 3D architecture for memory devices,"Some embodiments of the present disclosure relate to a memory device wherein a single memory cell array is partitioned between two or more tiers which are vertically integrated on a single substrate. The memory device also includes support circuitry including a control circuit configured to read and write data to the memory cells on each tier, and a shared input/output (I/O) architecture which is connected the memory cells within each tier and configured to receive input data word prior to a write operation, and further configured to provide output data word after a read operation. Other devices and methods are also disclosed."
9817232,Head movement controlled navigation among multiple boards for display in a headset computer,"To assist with hands-free computing, the Head Mounted Display or Headset Computer utilizes a series of user configurable Home Pages that contain the shortcuts and widgets the user wants and one or more head movements. This allows the user to design a user interface environment which gives desired information, in the desired order."
9761017,Automatic method of setting a desktop background color and electronic device for using the same,"An automatic method of setting a desktop background is provided. The automatic method of setting a desktop background is applied to an electronic device which is combined with a protective cover, wherein the protective cover has a conducting area corresponding to a specific shape, location or area. The method includes the following steps of receiving protective cover information generated by a touch screen of the electronic device touching the conducting area of the protective cover; determining whether the protective cover information is in accordance with one of a plurality of preset protective cover information; and setting desktop background displayed by the touch screen according the preset protective cover information when the protective cover information is in accordance with one of the plurality of preset protective cover information."
9804892,Tracking large numbers of moving objects in an event processing system,"Techniques for tracking large numbers of moving objects in an event processing system are provided. An input event stream can be received, where the events in the input event stream represent the movement of a plurality of geometries or objects. The input event stream can then be partitioned among a number of processing nodes of the event processing system, thereby enabling parallel processing of one or more continuous queries for tracking the objects. The partitioning can be performed such that each processing node is configured to track objects in a predefined spatial region, and the spatial regions for at least two nodes overlap. This overlapping window enables a single node to find, e.g., all of the objects within a particular distance of a target object, even if the target object is in the process of moving from the region of that node to the overlapping region of another node."
9836372,Device verification system with firmware universal verification component,A device verification system includes a device under test (DUT) including digital logic and a plurality of digital memories coupled to the digital logic; a plurality of hardware Verification Intellectual Property (VIP) modules coupled to the DUT to verify hardware of the DUT; and a plurality of software VIP modules coupled to the DUT to verify firmware of the DUT. A method for verifying the functionality of a device under test includes automatically developing code segments representing a series of firmware test patterns with a software Verification Intellectual Property (VIP) module; transferring code segments representing the series of firmware test patterns into a digital memory of a device under test (DUT) that includes digital logic; and monitoring the functional operation of the DUT as it uses the digital logic to execute the code segments representing the series of firmware test patterns stored in digital memory.
9811314,Metadata exchange involving a networked playback system and a networked microphone system,"Disclosed herein are systems and methods for establishing a metadata exchange channel between a media playback system and a networked microphone system, wherein the networked microphone system comprises a networked microphone device and a networked microphone server. After establishing the metadata exchange channel, the media playback system experiences a metadata exchange triggering event. In response to experiencing the metadata exchange triggering event, the media playback system provides metadata to the networked microphone system via the metadata exchange channel."
9699192,True-ownership of shared data,"A method for managing a data item includes a hub receiving a first access request from a first engine executing on a computing device operated by a first host and sending the first access request to a second engine executing on a first computing device of a second host. The second host owns the data item. The hub receives, from the second engine, the data item and an access rule set by the second host for the first host, and sends the first access rule and the data item to the first engine for storage. The first engine grants the first host access to the data item according to the first access rule."
9817751,Multi-phase programming schemes for nonvolatile memories,"A method for data storage includes defining an end-to-end mapping between data bits to be stored in a memory device that includes multiple memory cells and predefined programming levels. The data bits are mapped into mapped bits, so that the number of the mapped bits is smaller than the number of the data bits. The data bits are stored in the memory device by programming the mapped bits in the memory cells using a programming scheme that guarantees the end-to-end mapping. After storing the data bits, the data bits are read from the memory device in accordance with the end-to-end mapping."
9575721,Head mounted display and method of controlling therefor,"A method of controlling a head mounted display (HMD) according to one embodiment of the present specification includes performing a first operation, receiving a first voice input through an audio input unit, processing the first voice input with respect to the first operation while a first contact is detected through a first sensor positioned at a nose pad of the HMD, detecting the first contact being released through the first sensor positioned at a nose pad of the HMD, receiving a second voice input through the audio input unit while the first contact is released, and performing a second operation according to the received second voice input."
9836459,Systems and methods for multi-user mutli-lingual communications,"Various embodiments described herein facilitate multi-lingual communications. The systems and methods of some embodiments may enable multi-lingual communications through different modes of communications including, for example, Internet-based chat, e-mail, text-based mobile phone communications, postings to online forums, postings to online social media services, and the like. Certain embodiments may implement communications systems and methods that translate text between two or more languages (e.g., spoken), while handling/accommodating for one or more of the following in the text: specialized/domain-related jargon, abbreviations, acronyms, proper nouns, common nouns, diminutives, colloquial words or phrases, and profane words or phrases."
9805029,Predicting future translations,"Technology is disclosed for snippet pre-translation and dynamic selection of translation systems. Pre-translation uses snippet attributes such as characteristics of a snippet author, snippet topics, snippet context, expected snippet viewers, etc., to predict how many translation requests for the snippet are likely to be received. An appropriate translator can be dynamically selected to produce a translation of a snippet either as a result of the snippet being selected for pre-translation or from another trigger, such as a user requesting a translation of the snippet. Different translators can generate high quality translations after a period of time or other translators can generate lower quality translations earlier. Dynamic selection of translators involves dynamically selecting machine or human translation, e.g., based on a quality of translation that is desired. Translations can be improved over time by employing better machine or human translators, such as when a snippet is identified as being more popular."
9811164,Radar-based gesture sensing and data transmission,"This document describes techniques and devices for radar-based gesture sensing and data transmission. The techniques enable, through a radar system, seamless and intuitive control of, and data transmission between, computing devices. This radar system can both transmit data and sense gestures, thereby performing with a single system, control of many devices and data transmission with those devices. Not only can this provide control of many devices, from refrigerators to laptops, this radar system also allows high-bandwidth data transmission between devices."
9832519,Interactive video distribution system and video player utilizing a client server architecture,"An interactive video distribution system and video player are described. A client server arrangement may be used for providing a video player and video content to a client device. The video player may display navigation images enabling navigation to specific portions of the video content by activating a corresponding navigation image. The video player may also enable the sharing of a segment of the video with other video players, enabling the video players to play the streamed segment of the video without having to play the entire video, thereby reducing network bandwidth usage. The video player may be embeddable. The server may associate searchable tags with respective video segments."
9632871,Reuse of problematic disks in a redundant disk system,"A problematic disk within a Redundant Array of Independent Disks (RAID) data storage system can be reused. A first disk within the RAID data storage system can be formatted, initialized, and validated in response to the first disk experiencing a recoverable data storage error. The first disk can be designated as a second-level redundant disk within the RAID data storage system in order for the RAID data storage system to access the first disk in response to success of the validating operation on the first disk. Problematic disks experiencing media errors and/or slow disk errors can be isolated from the RAID data storage system to ensure high reliability of the RAID system."
9582822,System and method for digital delivery of reveal videos for online gifting,"An electronic gift (e-gift) giving system includes a first computing device that receives from a second computing device of a giver, e-gift information associated with an e-gift to be given to a recipient and reveal video information from the second computing device. From this information, the first computing device generates an interactive reveal video that, when displayed on a recipient computing device of the recipient, receives one or more user interface input actions and generates one or more tactile feedback actions to be performed by the second computing device in response to the user interface input action."
9854332,Interactive content acquisition using embedded codes,"Methods and devices are provided to facilitate acquisition of information associated with a multimedia content through embedded watermarks. One such method includes obtaining a server code for embedding into a content. The server code identifies a particular domain name registered to a registrant entity and provides a mapping to an Internet address of a metadata server. Upon receiving an indication that a trigger event is associated with a particular segment of the content, a first watermark payload is formed and embedded in the content. The watermark payload includes the server code, an interval code and a first trigger value. The interval code identifies the particular content segment and the first trigger value indicates that additional information associated with the particular segment is. Detection of the first trigger value from a subsequently distributed content enables a query to the metadata server for acquisition of metadata."
9826041,Relative placement of volume partitions,"A system and method for providing sets of partition placements, the system and method including determining a first set of placements for a first set of partitions first set of partitions of a volume based at least in part on a set of constraints, and placing the first set of partitions based at least in part on the first set of placements. The system and method further includes determining a second set of placements for a second set of partitions of the volume based at least in part on the first set of placements and the set of constraints, the second set of partitions being a replica of the first set of partitions, and placing the second set of partitions based at least in part on the second set of placements."
9819724,XML communication,"A distributed system includes a client and a server. The client may comprise a serialization module for serializing data into a first communication format to communicate the data to a server. The server may include a communication format parser for de-serializing the data received into a server-internal communication format. The serialization module may also be adapted for transforming the data into the server-internal communication format for a communication to the server. The client may also be adapted for indicating to the server that the client is capable of sending data in the server-internal communication format, and the server may be able to indicate its readiness to receive such data. The data may be sent either in the first or, alternatively, in the server-internal format."
9540190,Methods and apparatus for controlling movement of receptacles,"Methods and apparatus for controlling the movement of portable receptacles within a materials handling facility are described. The materials handling facility utilizes at least one linear induction motor (LIM) to move the portable receptacles having conductive elements from a first location to a second location within the facility. The LIMs may be configured such that most, if not all, of the movement of the receptacles is controlled by the application of energy from the LIMs to the conductive elements of the receptacles. This energy may cause the receptacles to move from one LIM to another LIM, where each LIM in sequence can apply force to the receptacle to pass it to the next LIM in the sequence. In some implementations, the portable receptacles are configured such that at least a base portion of the receptacle includes a conductive element to interact with the LIMs, while maintaining an overall light-weight configuration."
9811185,Information processing method and electronic device,"An information processing method and an electronic device comprising a touch sensitive unit and a display unit separated from each other are described. The electronic device includes at least a first display mode, and a second display mode suitable for the touch sensitive unit. The method includes acquiring a third display mode of the display unit at a first timing when the electronic device is turned on; detecting whether the third display mode is the second display mode or not; acquiring coordinates of each point of N points of the display unit and generating a first control instruction, when the third display mode is the second display mode, wherein N is an integer above 2; and performing the first control instruction, to correspond the coordinates of the each point of the N points to coordinates of each touch sensitive point of the touch sensitive unit."
9793073,Backlighting a fabric enclosure of a flexible cover,"Fabric enclosure backlighting techniques are described. In one or more implementations, one or more translucent portions are formed within a plurality of layers of a fabric enclosure assembly. In one approach, regions within one or multiple layers are laser etched to form the translucent portions within the fabric enclosure assembly. A light source is then arranged to selectively transmit light through the layers via the translucent portions to provide backlight for one or more elements integrated with fabric enclosure assembly. The one or more elements may include representations of input keys and/or graphics associated with the fabric enclosure assembly. The backlight may be used to view the one or more elements in low light and/or provide backlight effects such as borders, side lighting, labels, and so forth."
9805072,Qualification of match results,"Qualification of data matches can be improved relative to existing approaches by use of first, second, and third similarity criteria, which can be used to identify a set of near match record pairs, identify a set of actual match record pairs and to flag as near matches those record pairs of the set of near matches that were identified as actual matches, and to identify and flag one or more suspect matches."
9721938,"Integrated circuit containing first and second DOEs of standard cell compatible, NCEM-enabled fill cells, with the first DOE including tip-to-tip short configured fill cells, and the second DOE including corner short configured fill cells","An IC includes first and second designs of experiments (DOEs), each comprised of at least two fill cells. The fill cells contain structures configured to obtain in-line data via non-contact electrical measurements (&#x201c;NCEM&#x201d;). The first DOE contains fill cells configured to enable non-contact (NC) detection of tip-to-tip shorts, and the second DOE contains fill cells configured to enable NC detection of corner shorts."
9747583,Presenting entity profile information to a user of a computing device,"Entity profile information is presented to a user of a computing device. In one embodiment, a method includes: receiving a communication associated with a first entity; in response to receiving the communication, creating or updating, by at least one processor, a first entity profile, wherein the first entity profile is for display to the user on the computing device; and storing a plurality of entity profiles for entities, the entity profiles including the first entity profile."
9639194,In-cell touch display structure,"An in-cell touch display structure includes: an upper substrate, a lower substrate, a display material layer configured between the upper and lower substrates, and a thin film transistor and sensing electrode layer. The thin film transistor and sensing electrode layer includes a gate line sub-layer having a plurality of gate lines and a plurality of connection segments separated by the gate lines, and a source line sub-layer having a plurality of source lines, a plurality of sensing conductor lines, and a plurality of sensing conductor segments separated by the source lines and the sensing conductor lines, wherein part of the sensing conductor segments and part of the connection segments are electrically connected together to form a plurality of sensing conductor blocks."
9582132,System for interactive help,"Method and system for the provision of interactive assistance over a network for a user to complete a desired computing task on a user computing device. Task-guides are generated on task-guide generators operating on author user devices. Each task-guide includes a sequence of processes, each process including an action for the user to perform in association with a graphical user interface (GUI) object displayed on the user computing device. The process obtains information about the GUI object using at least one data-gathering technique. An administrator operating on a server computing device receives a task-assistance request from a task-guide executor operating on an end user device, and sends back at least one suitable task-guide over the network. The task-guide executor executes the task-guide on the end user device, displaying a sequence of instructions for the end user to follow in order to complete the desired computing task."
9805784,Multiple gating modes and half-frequency dynamic calibration for DDR memory controllers,"Circuits and methods are described for a DDR memory controller where two different DQS gating modes are utilized. These gating modes together ensure that the DQS signal, driven by a DDR memory to the memory controller, is only available when read data is valid. Two types of gating logic are used: Initial DQS gating logic, and Functional DQS gating logic. The Initial gating logic has additional timing margin in the Initial DQS gating value to allow for the unknown round trip timing during initial bit levelling calibration. DQS functional gating is then optimized during further calibration to gate DQS precisely as latency and phase calibration are performed, resulting in a precise gating value for Functional DQS gating. Providing dual gating modes is especially useful when data capture is performed at half the DQS frequency in view of rising clock rates for DDR memories."
9575944,Directional navigation of page content,"A system and method for displaying and navigating through structured content, such as a webpage, is provided. The content includes focusable elements, at least one of which is a non-enableable element that is normally not capable of gaining focus when the content is displayed in a browser or other viewing application. Navigation of the content by moving focus from one element to another includes moving the focus to the focusable, non-enableable element. The non-enableable element is defined as a focusable element by an attribute. Focusable elements may also be defined with attributes for capturing directional navigation instructions and calling event handling functions in response to detected directional navigation instructions."
9771087,Abnormality detection method for vehicle body tilt control device,"An abnormality detection method for a vehicle body tilt control device makes it possible to determine which air spring has an air supply/exhaust abnormality. A model creation step prepares a state estimation model for each of the front and rear vehicle halves into which a vehicle is divided, and an abnormality detection step applies a state estimation technique to the state estimation model to detect which one of the air springs has an air supply/exhaust abnormality. When flow rate command values for air supplied to/exhausted from the air springs included in each vehicle half are input, each of the input flow rate command values for air supplied to/exhausted from the air springs is multiplied by a virtual gain and the results are averaged. Based on the averages, the average of the heights of the air springs is output, where each virtual gain is included as a state variable."
9804671,Input device and non-transitory computer-readable recording medium,An input device comprising: a processor that executes a process comprising: first detecting an eye-gaze position on a screen; comparing a current specified position and the eye-gaze position; and setting a cursor position to the specified position until a distance between the specified position and the eye-gaze position reaches a threshold or more.
9582260,"Method and apparatus for remote purchase, installation, and licensing of software","A method and apparatus for remote purchase, installation, and licensing of software is disclosed. The method comprising receiving, from a mobile device, a request for a software application; determining compatibility between at least one registered device and the software application; providing, to the mobile device, a list comprising compatible registered devices; placing the software application on an installation queue for the selected registered device in response to an input; and downloading the queued software application to the registered device."
9811435,System for virtual machine risk monitoring,A virtual machine may allow execution of applications decoupled from physical hardware. The virtual machine may be executed by the physical hardware in a data center. A system can monitor and assess performance and reliability of the virtual machine based on device records of network components of the data center that are supporting operation of the virtual machine.
9781276,Reliably communicating information associated with mobile device accounts,"A computing platform enables the reliable delivery of message data (e.g., virtual airtime credits) into the accounts of mobile device users. The computing platform facilitates a large network of integrations (communication channels) with mobile network operators and reseller, preferably via a statistically-based message routing technique that uses a continuously updated estimate of the probability that a particular request over each integration will succeed. Requests are then routed over an integration picked using this information; if the request fails, the attempt is then retried using another integration until either it succeeds or the system believes the request will never succeed. The success or failure of each request is also used to update the probability estimate, preferably continuously, so that the system adjusts automatically as the reliability of each integration changes over time."
9842103,Machined book detection,"A system and method for determining whether a textual work submitted for publishing is machine generated or non-machine generated by identifying and quantifying various aspects of the textual work and comparing those aspects to known works. For example, the system and method may identify aspects of a textual work, including, a relationship between the sentences within the textual work, a writing style of the author of the textual work, a grammatical structure of the sentences within the textual work, a quality of the textual work, and other aspects of the textual work. Upon determining that the textual work is machine generated the textual work may be rejected for publishing."
9571579,Information management of data associated with multiple cloud services,"A method and system for providing information management of data from hosted services receives information management policies for a hosted account of a hosted service, requests data associated with the hosted account from the hosted service, receives data associated with the hosted account from the hosted service, and provides a preview version of the received data to a computing device. In some examples, the system indexes the received data to associate the received data with a user of an information management system, and/or provides index information related to the received data to the computing device."
9609166,Transporting apparatus and printing apparatus including the same,"Transporting apparatus includes a transporting section configured to transport continuous-form paper, an imaging apparatus including a light applying section for emitting light toward the continuous-form paper, and an imaging element for taking images of continuous-form paper based on the light from the light applying section, a transportation amount computing section configured to compute the transportation amount of the continuous-form paper based on the images of the continuous-form paper, and a transporting control section configured to control the transporting section based on the transportation amount. The imaging element includes a valid pixel area including a plurality of pixels where electric charge can be accumulated in accordance with the light reflected on the continuous-form paper, and a shading area including a plurality of pixels where the reflected light can be shaded. The light applying section emits light within a duration of reading a pixel signal of the shading area."
9576085,Selective importance sampling,"Selective importance sampling includes: first phase importance sampling of a plurality of data points to form a first subset of data points; determining a center of gravity of the first subset; determining, based upon the center of gravity, an orthogonal hyperplane; and a second phase importance sampling comprising: determining, for each point in the first subset, whether each point is above the hyperplane; and forming a second subset of data points, wherein the second subset is a subset of the first subset and wherein the second subset excludes each point of the first subset that has been determined to be above the hyperplane. The second subset also excludes all points within an ellipse below the hyperplane. Critical radial distances are determined from binary search or projection of first phase samples onto center of gravity direction as well as the maximal radius of the first subset around the center of gravity."
9648068,Partitionable unifiers in distributed streaming platform for real-time applications,"Software for a distributed streaming platform receives an application that runs on a streaming platform. The application is structured as a directed acyclic graph (DAG) with operators as nodes and streams as edges between nodes. The application includes an operator that receives a plurality of values, counts the values that are unique, and emits the unique values in a stream. The software partitions the operator into at least two partitioned instances. Then the software assigns a unique value emitting from a partitioned instance to one of a plurality of unifiers according to a pre-defined scheme. Each unifier creates a count of the unique values received by the unifier. Then the software transmits the counts from each of the unifiers to a downstream instance of an operator that aggregates the counts into a sum. And the software displays the sum in a graphical user interface (GUI)."
9785402,Metadata exchange involving a networked playback system and a networked microphone system,"Disclosed herein are systems and methods for establishing a metadata exchange channel between a media playback system and a networked microphone system, wherein the networked microphone system comprises a networked microphone device and a networked microphone server. After establishing the metadata exchange channel, the media playback system experiences a metadata exchange triggering event. In response to experiencing the metadata exchange triggering event, the media playback system provides metadata to the networked microphone system via the metadata exchange channel."
9727160,Displacement detection device and operating method thereof,"There is provided a displacement detection device including a light source, an image sensor and a processing unit. The light source provides light to a finger with a light source parameter. The image sensor receives reflected light from the finger, outputs valid images when the light source is being turned on and outputs dark images when the light source is being turned off. The processing unit determines a contact status according to one of the dark images and one of the valid images, and calculates a displacement according to two of the valid images to accordingly adjust the light source parameter."
9723119,Reduction of haptic noise feedback in system,"An information handling system has a haptic generation module to generate haptic effects including haptic noise and a haptic noise reduction module. The haptic noise reduction module receives characteristics of sound representative of haptic noise generated by a haptic generation module of a device and entering an audio input module of the device, the characteristics including frequencies and timing. It also detects the generation of haptic effects, the generations occurring after the receiving characteristics. It also reduces the effects of haptic noise on digital data representing audio input to the device based upon the received characteristics of the sound. It may reduce the effects by subtracting amplitudes of audio waves representing the haptic noise from amplitudes of audio waves representing the audio input."
9563647,Method and system for generating a state profile report,"Disclosed are systems and methods relating to profiling software and configuration information associated with one or more entities. In various implementations, software and configuration information associated with one or more entities may be retrieved. The retrieved software and configuration information may provide state information associated with the one or more entities. The retrieved information may be processed to identify one or more changes in the software and configuration information that is associated with the one or more entities. A report may be generated based on the retrieved information. The report may display identified changes in a state for at least one entity based on the changes in the software and configuration information that were identified during the processing."
9589284,Network advertising system,"Systems and methods for transmitting content to a client via a communication network are provided. According to one embodiment, an insertion server running within a firewall device of a network observes a content request of an application protocol by monitoring or proxying transport communication protocol connections established through the firewall device. The content request is (i) originated by a client device coupled to the network, (ii) directed to a destination device coupled to the network and (iii) associated with one of the multiple transport communication protocol connections. Responsive to observing the content request, the insertion server determines whether one or more conditions are satisfied. If so, the content request is negated by causing a canceling message of the transport communication protocol to be sent to the destination device and unsolicited content is selected and delivered to the client device via the application protocol."
9827060,Medical device control interface,"An interface component is provided for use with a first glove and a medical equipment component. The interface component comprises at least one switch located on the first glove, where each of the at least one switch provides a control signal to the medical equipment component. The interface component may further comprise a controller coupled to the plurality of switches, a power supply module coupled to the controller, and a wireless communications interface coupled to the controller in communication with a wireless interface of the medical equipment component."
9575654,Touch device and control method thereof,"A touch device and a control method thereof are provided. In the control method, a sensing signal generated by a sensor is received. When an operating object is present, a touch screen is configured for touchable regions and untouchable regions, wherein the untouchable regions cannot generate a response through a touch by the operating object. A gesture is received on the untouchable regions of the touch screen, a processor determines whether the gesture is conformed to a default gesture setting, and the processor decides whether or not to adjust part or all of the untouchable regions to the touchable regions according to the determining result. Accordingly, the touch device and the control method thereof of the embodiments of the invention can prevent or lower the occurrence of an accidental touch by a user and enhance the operating convenience of the user."
9760376,Compilation for node device GPU-based parallel processing,"An apparatus may include a processor and storage to store instructions that cause the processor to perform operations including: in response to a determination that a GPU of a node device is available, determine whether a task routine can be compiled to generate a GPU task routine for execution by the GPU to cause performance of multiple instances of a task of the task routine at least partially in parallel without dependencies thereamong; and in response to a determination that the task routine is able to be compiled to generate the GPU task routine: employ a conversion rule to convert the task routine into the GPU task routine; compile the GPU task routine for execution by the GPU; and assign performance of the task with a data set partition to the node device to enable performance of the multiple instances with the data set partition by the GPU."
9792153,Computing resource inventory system,"Systems and methods of managing computing resources of a computing system are described. A computing resource list and computing resource information may be stored at a data store. The computing resource list may identify a set of computing resources of a computing system, and the computing resource information may respectively describe the computing resources. The computing resource list may be updated in response to a new computing resource being added to the computing system or in response to an existing computing resource being removed from the computing system. Evaluation tasks for the computing resources may be performed, and a resource evaluation report may be generated during performance of at least one of the evaluation task."
9811497,Memory extension system and method,"A memory extension system and method are provided. The system includes a processor, an extended memory, an extended chip, and multiple processor installation positions, where a memory installation position is provided in each processor installation position; the multiple processor installation positions are connected through a QuickPath Interconnect (QPI) interface, the processor is installed in at least one processor installation position, and at least one of the other processor installation positions is used as an extended installation position; the extended chip is installed in at least one extended installation position; and the extended memory is installed in a memory installation position. In this memory extension system, an extended chip is installed in another processor installation position, so that an existing processor can access an extended memory of the extended chip by using the extended chip. Thereby, a memory capacity of the existing processor increases while a processing capability does not increase."
9569548,Systems and methods for highlighting search results,"A system highlights search terms in documents distributed over a network. The system generates a search query that includes a search term and, in response to the search query, receives a list of one or more references to documents in the network. The system receives selection of one of the references and retrieves a document that corresponds to the selected reference. The system then highlights the search term in the retrieved document."
9749690,System for collecting metadata of a video data in a video data providing system and method thereof,"Provided are a video information system and a method of providing video data access history. Biomedical information or non-biomedical information that may authorize a user who is accessing video data stored in the video information system is stored to be linked to the video data as metadata of the video data, and thus, an authorized user who later accesses the video information system may identify an identity of a user who has accessed the video data. If it is determined that the user is an unauthorized user, the biomedical information or the non-biomedical information of the user may be used to determine who the unauthorized user is."
9639430,Intermediate data backup in an incremental snapshot data backup system to reduce data backup time,"Machines, systems and methods for performing intermediate data backups, the method comprising monitoring data updates to one or more data blocks in at least a target data storage medium, wherein the target data storage medium is subject to an incremental data backup routine at prescheduled time intervals; in response to determining that said at least one or more data blocks is updated prior to a prescheduled time interval for the incremental data backup routine, performing one or more intermediate data backups to store data from the updated data blocks to at least one backup data storage medium; and in response to determining that said at least one or more data blocks is updated prior to the prescheduled time interval for the incremental data backup routine but after the last of the intermediate data backups, copying data on one or more updated data blocks after the last of the intermediate data backups to the backup data storage medium."
