9693592,Attaching electronic components to interactive textiles,"This document describes techniques and apparatuses for attaching electronic components to interactive textiles. In various implementations, an interactive textile that includes conductive thread woven into the interactive textile is received. The conductive thread includes a conductive wire (e.g., a copper wire) that that is twisted, braided, or wrapped with one or more flexible threads (e.g., polyester or cotton threads). A fabric stripping process is applied to the interactive textile to strip away fabric of the interactive textile and the flexible threads to expose the conductive wire in a window of the interactive textile. After exposing the conductive wires in the window of the interactive textile, an electronic component (e.g., a flexible circuit board) is attached to the exposed conductive wire of the conductive thread in the window of the interactive textile."
9594404,Body-wearable electronic device,"A body-wearable electronic device according to one of various embodiments of the present disclosure includes: a wearing member which can be worn on the user's body; and at least one main unit configured to be attached to and detached from the wearing member, and can be variously implemented according to embodiments."
9836532,Foreign organization name matching,"Embodiments include a system, method, and computer program product for foreign organization name matching. Aspects include receiving a first entity name from a first database configured in a first language and receiving a second database, wherein the second database includes a plurality of entity names in a second language, wherein the first and second languages are different. Aspects also include performing an Internet search based on the first entity name, wherein a language setting of the Internet search is configured to the second language and identifying a list of candidate names based on a set of results from the Internet search. Another aspect includes filtering the list to obtain a resulting candidate name and determining whether the resulting candidate name matches one of the entity names in the second database. Aspects include associating the first entity name and a matching entity name in the second database based on the determination."
9597584,Determining real-world effects from games,"A game system in which virtual representations of real-world, physical objects may be designed or modified by game players within a virtual game universe. Real-world physical interactions of the virtual objects may be simulated by a game engine during game play within the game universe. Performance data may be collected for the virtual objects that simulates real-world performance data for corresponding physical objects. The performance data for the virtual objects may, for example, be used in evaluating performance of modifications to a physical object, or for comparing performance of two or more physical objects. Production or manufacturing decisions for respective physical objects may be made at least in part based on the performance data collected for the virtual representations of the objects."
9846780,Automated vulnerability intelligence generation and application,"Techniques for providing computer security vulnerability intelligence are disclosed. The techniques include obtaining distributable vulnerability data that includes, for each of a plurality of software packages and associated vulnerabilities, threat mitigation information and a threat priority parameter, where the distributable vulnerability data was derived from an intelligence graph including a plurality of fundamental instance nodes, a plurality of document nodes, and a plurality of edges. The techniques also include identifying installed software packages on a computer system, correlating a plurality of the installed software packages with the distributable vulnerability data to obtain a plurality of installed software packages and associated vulnerabilities, ordering at least some of the plurality of installed software packages and associated vulnerabilities according to threat priority parameters, such that an ordered plurality of installed software packages and associated vulnerabilities is obtained, and providing mitigation information for the ordered plurality of installed software packages and associated vulnerabilities."
9734831,Utilizing voice biometrics,"Methods, systems, computer-readable media, and apparatuses for utilizing voice biometrics to prevent unauthorized access are presented. In some embodiments, a computing device may receive a voice sample. Subsequently, the computing device may determine a voice biometric confidence score based on the voice sample. The computing device then may evaluate the voice biometric confidence score in combination with one or more other factors to identify an attempt to access an account without authorization."
9787944,"Transmission terminal, transmission method, and computer-readable recording medium storing transmission program",A transmission terminal transmits video data and display data of a screen shared with another transmission terminal to the other transmission terminal via a predetermined relay apparatus. The transmission terminal includes a storage unit that stores relay apparatus information of the relay apparatus to which the transmission terminal transmits the video data; a receive unit that receives the display data from an external input apparatus connected to the transmission terminal; and a transmitting unit that transmits the display data received by the receive unit to the relay apparatus indicated by the relay apparatus information stored in the storage unit.
9779205,Systems and methods for rational selection of context sequences and sequence templates,Provided are systems and methods for rational selection of context sequences and sequence templates including a computer implemented method for obtaining a repository of attributes sets where the attributes sets are statistically associated with a sequence template representing two or more context sequences.
9830048,Devices and methods for processing touch inputs with instructions in a web page,"An electronic device, while displaying a user interface that corresponds to at least a portion of a web page on a display, detects a touch input on a touch-sensitive surface at a first location that corresponds to the displayed portion of the web page on the display. While detecting the touch input on the touch-sensitive surface, the electronic device detects an intensity of the touch input on the touch-sensitive surface, determines whether the intensity of the touch input on the touch-sensitive surface has changed from below a first intensity threshold to above the first intensity threshold, and in response to determining that the intensity of the touch input on the touch-sensitive surface has changed from below the first intensity threshold to above the first intensity threshold, generates a force down event that is distinct from a mouse down event."
9704333,"Method of gaming, a game controller and a gaming system","A method of gaming at a gaming machine. The method includes designating a symbol display position of a plurality of symbol display positions as having a bonus symbol set applying to it for a game round, and selecting and displaying a symbol from the bonus symbol set at the designated symbol display position. The method also includes selecting symbols for display at the other symbol display positions from a base symbol set independently of the selection of the symbol from the bonus symbol set, and evaluating the symbols displayed at the plurality of symbol display positions to determine whether to make an award for the game round."
9826306,Default playback device designation,"Systems and methods discussed herein involve designating a default playback device in a local playback network. One method may involve determining that a networked microphone device is available for assignment to one or more playback zones within a local playback network, displaying a prompt to indicate at least one playback zone to which the network microphone device is to be assigned, receiving an input indicating a particular playback zone in the local playback system to which the network microphone device is to be assigned, and storing data indicating an assignment of the network microphone device to the particular playback zone."
9798690,Connection equipment and a field device control system,"A connection equipment (IJB <b>200</b>) for connected to a control system (<b>205</b>) via a cable (<b>206</b>) and a field device (<b>201</b>) via a terminal port (<b>306</b>), comprising: a processor (<b>300</b>) configured to determine the terminal port corresponding to the field device reference included in a communication signal received from the control system and to instruct a transmitter/receiver (<b>304</b>) to transmit the communication signal to the terminal port determined, and an isolator (<b>305</b>B) configured to electrically isolate the communication signal to be transmitted to the field device via the terminal port and the electric power signal to be provided to the field device via the terminal port, from the other terminal ports."
9547697,Aggregating interactions for content items,"In one aspect, a method is provided, including the following method operations: receiving a request to generate a first post data item for display at a first location, the first post data item including a reference to a content item located at a second location; determining, based on the reference to the content item, a content identifier associated with the content item; associating the content identifier with the post data item; retrieving one or more post data items based on the content identifier and displaying the one or more post data items at the second location, the one or more post data items including the first post data item."
9824014,Expedited servicing of store operations in a data processing system,"In at least some embodiments, a processor core generates a store operation by executing a store instruction in an instruction sequence. The store operation is marked as a high priority store operation operation in response to detecting, in the instruction sequence, a barrier instruction that precedes the store instruction in program order and that includes a field set to indicate the store operation should be accorded high priority and is not so marked otherwise. The store operation is buffered in a store queue associated with a cache memory of the processor core. Handling of the store operation in the store queue is expedited in response to the store operation being marked as a high priority store operation and not expedited otherwise."
9787599,Managing content delivery network service providers,"A system, method, and computer readable medium for managing CDN service providers are provided. A network storage provider storing one or more resources on behalf of a content provider obtains client computing device requests for content. The network storage provider processes the client computing device requests and determines whether a subsequent request for the resource should be directed to a CDN service provider as a function of the updated or processed by the network storage provider storage component."
9830353,Determining match type for query tokens,"Example processes for determining a match type include: receiving a query token from a content provider; consulting a database stored in memory to determine past performance of the query token for associated content, where the past performance includes performance information indicating how well the query token performed for different match types, where a match type indicates a way that components of the query token match components of another query token in order to achieve a token match; determining, based on the performance information, differences in performance between ones of the different match types; comparing the differences in performance to a threshold; and selecting a match type for the query token based on the comparing."
9697045,Selecting resource allocation policies and resolving resource conflicts,"Techniques for workload management in cloud computing infrastructures are provided. In one aspect, a method for allocating computing resources in a datacenter cluster is provided. The method includes the steps of: creating multiple, parallel schedulers; and automatically selecting a resource allocation method for each of the schedulers based on one or more of a workload profile, user requirements, and a state of the datacenter cluster, wherein an optimistic resource allocation method is selected for at least a first one or more of the schedulers and a pessimistic resource allocation method is selected for at least a second one or more of the schedulers. Due to optimistic resource allocation conflicts may arise. Methods to resolve such conflicts are also provided."
9836243,Cache management techniques,"Described are techniques for caching metadata. At least a portion of the cached metadata may be stored persistently on flash-based storage. A data movement granularity size may be determined in accordance with one or more values including M denoting a number of storage units, or more generally metadata objects, having associated metadata stored in a single cached metadata page. At least a portion of the associated metadata is stored on the flash-based storage. A first data portion selected for data movement may have a size equal to the data movement granularity size. The first data portion has first metadata stored on the flash-based storage. The first metadata may include location metadata updated in connection with data movements performed. In accordance with data movement of the first data portion, the first metadata is updated. In a single write operation, the updated first metadata may be written to the flash-based storage."
9826030,Placement of volume partition replica pairs,"A system and method for providing sets of partition placements, the system and method including, receiving at least one placement request for a set of partitions of a volume. Based at least in part on counts of pairs of partitions hosted by pairs of computing devices, the system and method further includes determining how suitable the pairs of computing devices are for placement of partitions of the set of partitions, generating a set of placements based at least in part on the determination, and providing the set of placements in response to the at least one placement request."
9779559,Circuit for monitoring abnormality of ECU,"An abnormality monitoring circuit of an ECU includes a microcomputer, a reset circuit that resets the microcomputer, a monitor circuit that monitors the operation of the microcomputer, and an output circuit that activates an external actuator. The monitor circuit has an abnormality decision signal output section that outputs an abnormality decision signal to the output circuit when not being able to confirm that an output of a normal monitor signal of the microcomputer has occurred within an abnormality decision time. The monitor circuit has a reset decision signal output section that outputs a reset decision signal to the reset circuit when not being able to confirm that an output of the normal monitor signal of the microcomputer has occurred within a BIST (Built In Self Test) completion time of the microcomputer and a reset decision time set to a time longer than the abnormality decision time."
9766663,Hinge for component attachment,"A hinge for component attachment is described. In at least some implementations, a kickstand is rotatably attached to a mobile computing device. The kickstand can be rotated to various positions to provide support for different orientations of the computing device. In at least some implementations, hinges are employed to attach a kickstand to a mobile computing device. One example hinge utilizes preset hinge stops that enable the kickstand to be placed at different preset positions. Another example hinge exerts pressure on an edge of the kickstand, providing stability and vibration dampening to the kickstand."
9710597,Bioinformatic processing systems and methods,"The present disclosure relates to systems and methods for facilitating trusted handling of genomic and/or other bioinformatic information. Certain embodiments may facilitate policy-based governance of access to and/or use of bioinformatic information, improved interaction with and/or use of distributed bioinformatic information, parallelization of various processes involving bioinformatic information, and/or reduced user involvement in bioinformatic workflow processes, and/or the like. Further embodiments may provide for memoization processes that may persistently store final and/or intermediate results of computations performed using genomic data for use in connection with future computations."
9727261,Weighted programming patterns in solid-state data storage systems,"Systems and methods are disclosed for programming data in non-volatile memory arrays. A data storage device includes a solid-state non-volatile memory including a plurality of memory cells and a controller configured to improve data retention or reduce read disturb of at least a portion of the solid-state non-volatile memory at least in part by receiving data to be written to the solid-state non-volatile memory. The controller is further configured to, when a data retention programming mode is set, encode the data using a programming pattern that favors a first programming state over a second programming state, the first programming state being associated with a lower voltage level than the second programming state, and write the encoded data to the solid-state non-volatile memory. When a read disturb programming mode is set, the first programming state is associated with a higher voltage level than the second programming state."
9652609,Entry/exit architecture for protected device modules,"The entry/exit architecture may be a critical component of a protection framework using a secure enclaves-like trust framework for coprocessors. The entry/exit architecture describes steps that may be used to switch securely into a trusted execution environment (entry architecture) and out of the trusted execution environment (exit architecture), at the same time preventing any secure information from leaking to an untrusted environment."
9686145,Adaptive user interface for multi-source systems,"A mufti-source client-host system that maintains a uniform look &#x26; feel user interface, including a host device including a central processing unit, a storage memory for storing look &#x26; feel parameters for a graphical user interface, the graphical user interface employing a plurality of graphic images for user interaction, and a display for displaying the graphic images employed by the graphical user interface, a client device that can be attached to and detached from the host device, including a central processing unit, and a configuration program for generating at least one of the graphic images employed by the graphical user interface, the at least one of the graphic images conforming to the look &#x26; feel parameters, and a communication channel between the host transceiver and the client transceiver, for data transmission."
9538985,Hand-held medical imaging system with improved user interface for deploying on-screen graphical tools and associated apparatuses and methods,"A portable ultrasound system having an enhanced user interface is disclosed herein. In one embodiment, a portable ultrasound system can include a hand-held base unit configured to present a graphical user interface that contains a first control area, a second control area, and an active image area. The first control area can have a number of graphical tools that can each be selectively activated by a user's finger. The second control area can include a control area having plurality of controls that can be selectively activated by the user's thumb to select a tool property of a number of tool properties associated with the selected one of the graphical tools. The active image area can display an ultrasound image, and the selected one of the graphical tools can be overlaid onto the image with the user-selected tool property."
9823882,Semiconductor device and information processing device,"In a semiconductor device in which components to be a basic configuration unit are arranged in an array shape for calculating an interaction model, a technique capable of changing a topology between the components is provided. A semiconductor device includes a plurality of units each of which includes a first memory cell for storing a value indicating a state of one node of an interaction model, a second memory cell for storing an interaction coefficient indicating an interaction from a node connected to the one node, and a calculation circuit for determining a value indicating a next state of the one node based on a value indicating a state of the connected node and on the interaction coefficient. In addition, the semiconductor device includes a plurality of switches for connecting or disconnecting the plurality of units to/from each other."
9811153,Eye imaging in head worn computing,"Aspects of the present invention relate to methods and systems for imaging, recognizing, and tracking of a user's eye that is wearing a HWC. Aspects further relate to the processing of images reflected from the user's eye and controlling displayed content in accordance therewith."
9837682,Variable layer thickness in curved battery cell,"Examples are disclosed herein that relate to curved batteries. One example provides a battery comprising an anode arranged on an anode substrate, a cathode arranged on a cathode substrate, the anode substrate being curved at a first curvature and the cathode substrate being curved at a second curvature, and a separator between the anode and the cathode. A thickness of the anode substrate and a thickness of the cathode substrate are determined based on the curvature of the respective substrate, such that the one of the anode substrate and the cathode substrate with a larger curvature has a larger thickness."
9610499,Game control server apparatus,"A game control server apparatus includes an enhancement screen display processing unit that displays an enhancement screen for enhancing a game medium that appears in a game and that is provided with a predetermined parameter value, the enhancement screen including a predetermined number &#x201c;N&#x201d; (&#x201c;N&#x201d; is an integer that is two or more) of selection areas and an enhancement management unit that accepts a selection of a predetermined number n (n is an integer, where n&#x3c;N) of the selection areas among the selection areas of the enhancement screen, wherein the predetermined number &#x201c;N&#x201d; of the selection areas include a selection area associated with a parameter data component for varying a parameter value of the game medium and there is further a case that the predetermined number &#x201c;N&#x201d; of the selection areas include a selection area associated with a stopper for terminating the selection of the selection areas."
9672274,Scalable message aggregation,Methods and systems for scalable message aggregation are described. A method may include receiving data to store in a message queue implemented on a partitioned distributed data store. The method may also include storing the data in one or more partitions of the message queue. The method may further include aggregating the stored data into a batch.
9626486,Patient health care network guided encounter,"In an environment where it is beneficial for chronic health care patients to receive individualized attention on a daily basis, a health care network (<b>10</b>) is provided. Each patient receives a user interface device (<b>12</b>) such as a set top box for accessing the network (<b>10</b>). Based on the patient's health care history, a nurse or other health care professional interfaces with a server (<b>22</b>) and constructs a care plan specific to that patient by filling out appropriate sections of a care plan template. An itinerary arrangement processor (<b>32</b>) organizes content gleaned from the patient's care plan and constructs a serially arranged itinerary for the patient to experience each day. The patient logs on to the network (<b>10</b>) and is immediately presented with the day's itinerary, without having to navigate any menus. Resultantly, the patient will have an easier experience, and will not miss any material."
9851926,Log structured block device for hard disk drive,"Example apparatus and methods provide a log structured block device for a hard disk drive (HDD). Data that is to be stored on an HDD is serialized and written as a series of data blocks using a sequential write. Information about where individual data blocks were supposed to be written (e.g., actual address, neighboring data blocks), where data blocks were actually written, and how often data blocks are accessed is maintained. During garbage collection, data blocks that are being accessed with similar frequencies may be relocated together, with the most frequently accessed (e.g., hottest) data blocks migrating to the outer cylinders of the disk and the least frequently accessed (e.g., coldest) data blocks migrating to the inner cylinders. Blocks stored in the same temperature regions that were intended to be located together when written may be repositioned to facilitate sequential reads."
9697300,Graph syntax validation system and method,"A graph syntax validation system, method, or computer-readable medium that receives: (i) an input graph, (ii) transformation rules, and (iii) a minimal valid graph. The system/method/computer-readable medium transforms the input graph into the minimal valid graph using the transformation rules that are comprised of source patterns and target patterns. The system/method/computer-readable medium recurrently transforms the input graph until either the input graph has been reduced to the minimal valid graph indicating that the input graph uses a valid syntax, or until it is determined that one or more transformation rules do not match the input graph indicating that the input graph uses an invalid syntax."
9693164,Determining direction of networked microphone device relative to audio playback device,"Example techniques involve determining a direction of an NMD. An example implementation includes causing two audio drivers to output audio content, where the audio drivers are positioned at a known distance apart in a given azimuthal plane and recording the audio content output by the two audio drivers. The implementation also includes causing a processing device to identify a direction of the NMD relative to a center point of the two audio drivers in the given azimuthal plane. Identifying the direction of the NMD may involve determining a range of possible azimuthal angles between the NMD and the center point, the range of possible angles dependent upon the known distance between the two audio drivers and a phase offset between the two audio drivers indicated by the recorded audio content output. The implementation further includes causing a playback device to adjust calibration based on the identified direction of the NMD."
9746948,Mobile terminal and control method thereof,"A mobile terminal may include a display unit to display a sharing history list while the mobile terminal is executing a management application for managing contents sharing between the mobile terminal and at least one of a plurality of external devices, the displayed sharing history list including a plurality of sharing history items. The mobile terminal may also include a controller to determine, in response to a user input with respect to the sharing history items, connection environment information, a target device, and shared contents each corresponding to the sharing history items on the sharing history list, the controller to connect the mobile terminal to the target device based on the connection environment information, and the controller to play the shared contents such that the shared contents is output by at least one of the target device or the display unit of the mobile terminal."
9779136,Rearranging search operators,"A system and method for rearranging search operators of a search query are disclosed. In some example embodiments, a first initial search query is received from a first user. The first initial search query comprises at least one search operator and at least one search term. A first rewritten search query is generated based on the first initial search query. The generating of the first rewritten search query comprises rewriting at least one optional search operator in the first initial search query using at least one required search operator and at least one exclusion search operator in response to a determination that the first initial search query comprises the at least one optional search operator and does not comprise any required search operators. A first set of search results is generated for the first rewritten search query and caused to be presented to the first user."
9824479,Method of animating messages,"The present invention relates to rendering texts in a natural language, namely to manipulating a text in a natural language to generate an image or animation corresponding to this text. The invention is unique mainly in that a sequence of animations is selected, semantically corresponding to a given text. Given a set of animations and a text, the invention makes it possible to compare the sequence of these animations to this text. It is unique in that text templates are used and an optimum sequence of these templates is determined. The idea of the template-based text rendering consists in that the text is manipulated to generate an image or animation with the aid of searching correspondences to a limited number of predefined templates. An animation according to certain style is selected in compliance with each template. Animations are sequentially combined into a single sequence of video images."
9589130,Application trust-listing security service,"Provided are techniques for controlling access to computing resources comprising generating a first fingerprint corresponding to a first executable file; storing the fingerprint in a non-transitory computer-readable storage medium; receiving a request to execute a second executable file on a computing system; generating a second fingerprint corresponding to the second executable file; determining whether or not the first fingerprint matches the second fingerprint; and, in response to determining that the first and second fingerprints match, executing the executable file on the computing system; and, in response to determining that the first and second fingerprints do not match, preventing the executable file from executing on the computing system."
9852855,Pressure sensitive key normalization,"Pressure sensitive key techniques are described. In one or more implementations, a device includes at least one pressure sensitive key having a flexible contact layer spaced apart from a sensor substrate by a spacer layer, the flexible contact layer configured to flex responsive to pressure to contact the sensor substrate to initiate an input, for a computing device, associated with the pressure sensitive key. At least one of the flexible contact layer or the sensor substrate are configured to at least partially normalize an output resulting from pressure applied at a first location of the flexible contact layer with an output resulting from pressure applied at a second location of the flexible contact layer that has lesser flexibility than the first location."
9811689,Chip ID generation using physical unclonable function,"A method for generating a data set on an integrated circuit including programmable resistance memory cells includes applying a forming pulse to all members of a set of the programmable resistance memory cells. The forming pulse has a forming pulse level characterized by inducing a change in resistance in a first subset of the set from an initial resistance range to an intermediate resistance range, while after the forming pulse a second subset of the set has a resistance outside the intermediate range. The method includes applying a programming pulse to the first and second subsets. The programming pulse has a programming pulse level characterized by inducing a change in resistance of the first subset from the intermediate range to a first final range, while after the programming pulse the second subset has a resistance in a second final range, whereby the first and second subsets store said data set."
9830193,Automatic management of low latency computational capacity,"A system for providing automatic management of low latency computational capacity is provided. The system may be configured to maintain a plurality of virtual machine instances. The system may be further configured to identify a trend in incoming code execution requests to execute program code on a virtual compute system, determine, based on the identified trend, that the plurality of virtual machine instances should be adjusted, and adjust the plurality of virtual machine instances based on the identified trend."
9542662,Lineage information for streaming event data and event lineage graph structures for visualization,"Implementations of the present disclosure include methods for providing transparency in streaming event data. In some implementations, methods include receiving a plurality of events, each event comprising event data and being generated by an event source in response to a real-world activity, processing the plurality of events using one or more complex event processing (CEP) rules to generate a complex event, in response to generating the complex event, generating at least one lineage event that comprises lineage information, the lineage information comprising information corresponding to one or more source events, each of the one or more source events contributing to the complex event, and storing the lineage event and the one or more source events in an event archive provided as a computer-readable storage medium."
9678825,Autonomous reconfiguration of a failed user action,"A processor determines that a requested action is a failed action. The processor determines that the failed action is a valid action. The processor determines that the failed action is not properly configured. The processor generates a reconfigured action by reconfiguring the failed action. The reconfiguration of the failed action includes one or both of a) changing the preconditions of the failed action, or b) creating a recovery path in addition to the failed action."
9632815,Managing virtual machines according to network bandwidth,"A processor-implemented method manages virtual machines that execute on physical servers in a server cloud. One or more processors establish a maximum network bandwidth percentage for a physical server in the server cloud. The maximum network bandwidth percentage is a percentage of a total network bandwidth capability designed for the first physical server. Response time for operational requests to one or more virtual machines on the first physical server changes beyond a predefined differential in response to the maximum network bandwidth percentage being reached. In response to the NIC controller device on the first physical server determining that the maximum network bandwidth percentage for the first physical server is exceeded, a cloud service hypervisor device moves one or more virtual machines on the first physical server to a second physical server in the server cloud."
9778712,Method of integrating a server using alternating current power into a server system using direct current power and alternative junction device therefor,The invention provides a method of integrating a server using alternating current power (AC server) into a server system using direct current power (DC server system) and an alternative junction device therefor. The integrating method includes: providing an AC server having a plug-in power supply unit; providing an alternative junction device for replacing the plug-in power supply unit; extracting the plug-in power supply unit from the AC server; plugging the alternative junction device into the AC server; and coupling the alternative junction device to a direct current power supply unit of a DC server system. The alternative junction device includes: a shell to be installed into a containing slot of an AC server; an output coupled to a DC input of a processor of the AC server when the shell is installed into the containing slot; and an input coupled to a DC power supply unit of a DC server system.
9836100,Support frame with integrated phase change material for thermal management,"The invention is directed to a novel solution to providing heat management and cooling to electronic devices. According to various embodiments, heat produced during the operation of the processing components in the computing device is absorbed by heat management features integrated within a supporting mid-frame. The heat management features include phase changing materials that allow the processing components to be kept at a isothermal state through changes in phase, thereby prolonging the duration of time in which the processing components can operate at high performance levels without the need to throttle the performance."
9740280,Eye imaging in head worn computing,"Aspects of the present invention relate to methods and systems for imaging, recognizing, and tracking of a user's eye that is wearing a HWC. Aspects further relate to the processing of images reflected from the user's eye and controlling displayed content in accordance therewith."
9806941,Systems and methods for the management and distribution of settings,"Described herein are systems and methods for managing and distributing device and/or software settings. In some embodiments, the systems and methods permit a first device to upload settings information and/or user information to a network server. The network server may store such settings information and post it for download by at least one second device. Mechanisms for establishing a trust rating for such settings information are also described."
9829707,Measuring content brightness in head worn computing,Aspects of the present invention relate to methods and systems for measuring and managing the brightness of digital content in a field of view of a head-worn computer.
9830175,Predictive management of on-demand code execution,"Systems and methods are described for predictively managing calls to tasks on an on-demand code execution environment. Specifically, a task profile can be utilized to predict that a call to a task will be followed by transmission of information to an auxiliary service. Thereafter, the on-demand code execution environment can select a virtual machine to execute the task based, for example, on the speed or reliability of a communication channel between the selected virtual machine and the auxiliary service. If execution of the task does cause transmission of information to the auxiliary service, the information can be transmitted via the communication channel, thereby increasing the speed or reliability of the transmission."
9829981,Haptic output device,"A haptic actuator is disclosed. The haptic actuator comprises a magnet, a conductor set apart from the magnet by a gap, and an actuator coupled to the magnet. The actuator is configured to move the magnet between a first position in which the conductor is subjected to, from the magnet, a first net magnetic flux having a first direction, and a second position in which the conductor is subjected to, from the magnet, a second net magnetic flux having a second direction different than the first direction."
9766639,Power management method for determining an upper limit on a load current,"There is provided a power management device including a load current control unit configured to set an upper limit on a load current supplied from a connected feeding device and to control the load current on the basis of the upper limit, and a determination unit configured to, when the load current control unit has reset the upper limit to a higher value, determine if the upper limit has exceeded a current capacity of the feeding device on the basis of a voltage drop level of an input voltage. The load current control unit may reset the upper limit in increments or decrements of a predetermined value, and the load current control unit may, when the determination unit has determined that the upper limit had exceeded the current capacity of the feeding device, control the load current by resetting the upper limit to a value not exceeding the current capacity."
9563369,Fine-grained bandwidth provisioning in a memory controller,"Systems and methods for applying a fine-grained QoS logic are provided. The system may include a memory controller, the memory controller configured to receive memory access requests from a plurality of masters via a bus fabric. The memory controller determines the priority class of each of the plurality of masters, and further determines the amount of memory data bus bandwidth consumed by each master on the memory data bus. Based on the priority class assigned to each of the masters and the amount of memory data bus bandwidth consumed by each master, the memory controller applies a fine-grained QoS logic to compute a schedule for the memory requests. Based on this schedule, the memory controller converts the memory requests to memory commands, sends the memory commands to a memory device via a memory command bus, and receives a response from the memory device via a memory data bus."
